"SRP_occurrenceID","SRP_accession","SRP_imageURL","matchMethod","scientificName_SRP","family","collectorNumber","eventDate_SRP","collector","otherCollectors","country","stateProvince","county","locality","decimalLatitude","decimalLongitude","phenology","FotW_occurrenceID","scientificName_FotW","FotW_eventDate","FotW_recordNumber","FotW_recordedBy"
3141242,"62013","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062013.jpg","exact","Calochortus elegans","Liliaceae","13696","2017-07-11","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","Ca. 1.6 km on road to Smith Knob Lookout (FSR 337) heading roughly E. of Warren Summit and FSR 340.","115° 37\' 9.9"" W""","45.231972",NA,"33d06799-d757-351c-8ebe-e6ebbd861f81","Calochortus elegans","2017-07-11","C. Davidson 13696","C. Davidson"
3141791,"62015","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062015.jpg","num_only_unique_date","Corallorhiza mertensiana","Orchidaceae","13701","2017-07-11","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","[Locality and coordinates withheld]",NA,NA,NA,"e6df35f1-f451-363c-a0d8-21d8d594a788","Corallorhiza mertensiana","2019-08-24","C. Davidson 13701","C. Davidson"
3141792,"62016","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062016.jpg","exact","Platanthera unalascensis","Orchidaceae","13731","2017-07-21","C. Davidson","S. R. Christoph, G. Cottrell, C. Cottrell","U.S.A.","Idaho","Boise","[Locality and coordinates withheld]",NA,NA,NA,"87a1f77b-3c0b-3a11-b211-47181f9bf88b","Piperia unalascensis","2017-07-21","C. Davidson 13731","S. R. Christoph"
3141793,"62017","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062017.jpg","exact","Triantha glutinosa","Tofieldiaceae","13702","2017-07-11","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","Ca. 8 km on road to Smith Knob Lookout (FSR 337) heading roughly E of Warren Summit and FSR 340.","115° 35\' 42.3"" W""","45.264111",NA,"5c9314c7-ee36-3a51-902d-2ae5a12fc94c","Triantha glutinosa","2017-07-11","C. Davidson 13702","C. Davidson"
3141794,"62018","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062018.jpg","num_only_unique_date","Paxistima myrsinites","Celastraceae","13689","2017-06-25","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","Smith Creek Rd (FSR 101) heading NE of Hwy 12 just W of Syringa; to FSR 486; roadside about 2,1 km E of Fan Saddle.","115° 38\' 43.1"" W""","43.259056",NA,"5cf9e3d1-0dff-30c2-8852-3dddfcac5227","Paxistima myrsinites","2017-06-26","C. Davidson 13689","S. R. Christoph"
3141796,"62044","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062044.jpg","exact","Anthriscus caucalis","Apiaceae","13580","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Salmon River Rd. Ca. 6.8 km E of Riggins. E side of Wind River bridge, to the left on a small, private dirt rd.","116° 13\' 11.2"" W""","45.400778",NA,"2e65d565-61e5-3985-8bed-5e1220b5ea59","Anthriscus caucalis","2017-05-24","C. Davidson 13580","C. Davidson"
3141797,"62045","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062045.jpg","exact","Lomatium","Apiaceae","13579","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Salmon River Rd. ca 6.7 km E of Riggins. W side of Wind River bridge","116° 13\' 0.4"" W""","45.399556",NA,"380fed4d-8d7a-3968-a040-2b136b2f7240","Lomatium multifidum","2017-05-24","C. Davidson 13579","C. Davidson"
3141798,"62046","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062046.jpg","exact","Lomatium ambiguum","Apiaceae","13573","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Adams","Hwy 55 along the Little Salmon River. Ca. 19 km S of Pollock. Coarse basalt gravel on roadside turnout above the river. Ponderosa pin forest.","116° 18\' 16.4"" W""","45.189778",NA,"2df7efcb-c15d-3eea-99ca-554660f107f5","Lomatium ambiguum","2017-05-24","C. Davidson 13573","C. Davidson"
3142041,"62048","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062048.jpg","exact","Lomatium papilioniferum","Apiaceae","13621","2017-06-08","C. Davidson","S. Christoph","U.S.A.","Oregon","Malheur","Hwy 20 ca. 37 km east of Frances St. in Juntura, in Simmons Gulch.","117° 45\' 16.3"" W""","43.776083",NA,"c654b924-78c0-3920-98ce-0660b75110a3","Lomatium papilioniferum","2017-06-08","C. Davidson 13621","S. R. Christoph"
3142042,"62049","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062049.jpg","exact","Lomatium nudicaule","Apiaceae","13617","2017-06-07","C. Davidson","S. Christoph","U.S.A.","California","Modoc","Warner Mts., On Hwy 299 to Cedarville. Ca. 6.8 km east of junction with Hwy 395 north. (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"38ea86aa-ef6d-3a1b-8352-2ce31be9c0d4","Lomatium nudicaule","2017-06-07","C. Davidson 13617","S. R. Christoph"
3142043,"62051","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062051.jpg","exact","Osmorhiza occidentalis","Apiaceae","13640","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","Duck Creek Ranch, on Red Rock Pass Rd. ca. 13.5 km W of Hwy 20. Along Duck Cr. riparian zone.","111° 28\' 31.3"" W""","44.603639",NA,"5ca10293-800c-3def-98c6-5a54f96f56b5","Osmorhiza occidentalis","2017-06-16","C. Davidson 13640","S. R. Christoph"
3142049,"62058","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062058.jpg","exact","Chaenactis douglasii","Asteraceae","13656","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Clark","On Hwy 22 W of Dubois and 3.5 km W of Hwy 28 junction.","112° 45\' 2.2"" W""","43.961722",NA,"7c2cb5eb-3313-3705-8beb-abe98b998e5f","Chaenactis douglasii","2017-06-17","C. Davidson 13656","C. Davidson"
3142050,"62059","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062059.jpg","exact","Chaenactis evermannii","Asteraceae","13713","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555) on FSR 555BC to the lookout. Ca. 4.8 km from junction with FSR 555.","115° 46\' 21.3"" W""","44.185611",NA,"8453e619-16bf-3a4a-a60c-bdb0516dee95","Chaenactis evermannii","2017-07-15","C. Davidson 13713","S. R. Christoph"
3142051,"62060","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062060.jpg","exact","Cirsium foliosum","Asteraceae","13634","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","The Nature Conservancy\'s Flat Ranch Preserve. On Hwy 20 ca 8 km N of the bridge at Mack\'s Inn (Henry\'s Fork Riv.).","111° 20\' 11.3"" W""","44.570111",NA,"338d0155-20cf-382d-90da-c05ced9b06f0","Cirsium foliosum","2017-06-16","C. Davidson 13634","C. Davidson"
3142052,"62061","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062061.jpg","exact","Microseris nutans","Asteraceae","13699","2017-07-11","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","Ca. 3 km on road to Smith Knob Lookout (FSR 337) heading roughly E of Warren Summit and FSR 340.","115° 36\' 31.6"" W""","45.232194",NA,"a5638b00-5aac-3fd1-a737-26bba0d30cfc","Microseris nutans","2017-07-11","C. Davidson 13699","C. Davidson"
3142053,"62062","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062062.jpg","num_only_unique_date","Microseris nutans","Asteraceae","13583","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Boise","Ca. 3.2 km N of Banks-Lowman Rd. (Hwy 17) on Scott Mtn. Lookout Rd. (Hay 17)","115° 45\' 17.2"" W""","44.080194",NA,"98bac380-aac0-38e9-b633-cb77de976f14","Microseris nutans","2017-05-25","C. Davidson 13583","C. Davidson"
3142054,"62063","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062063.jpg","exact","Rigiopappus leptocladus","Asteraceae","13608","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","On Hwy 299 to Cedarville, Ca. 5.6 km east of junction with Hwy 395 north. (N of Alturas).","120° 24\' 8"" W""","41.563",NA,"274bf3f7-3959-3883-879e-358bfa56ee04","Rigiopappus leptocladus","2017-06-07","C. Davidson 13608","S. R. Christoph"
3142055,"62064","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062064.jpg","exact","Tetradymia canescens","Asteraceae","13664","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Clark","On Hwy 22 W of Dubois and 3.5 km W of Hwy 28 junction.","112° 45\' 2.2"" W""","43.961722",NA,"3933f11b-21e0-3b44-b819-31f36a00b923","Tetradymia canescens","2017-06-17","C. Davidson 13664","S. R. Christoph"
3142056,"62065","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062065.jpg","exact","Wyethia amplexicaulis","Asteraceae","13642","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","Intersection of Hwy 20 and Pinehaven Rd. ca. 16 km S of bridge in Island Park and 26 km N of Main St. in Ashton.","111° 27\' 33.8"" W""","44.289333",NA,"739e1342-feba-320f-a16a-408054ee3917","Wyethia amplexicaulis","2017-06-17","C. Davidson 13642","C. Davidson"
3142057,"62066","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062066.jpg","exact","Wyethia helianthoides","Asteraceae","13633","2017-06-16","C. Davidson",NA,"U.S.A.","Idaho","Fremont","The Nature Conservancy\'s Flat Ranch Preserve. On Hwy 20 ca 8 km N of the bridge at Mack\'s Inn (Henry\'s Fork Riv.)","111° 20\' 11.3"" W""","44.570111",NA,"4bbdb967-301b-3a0c-b57b-5f4e30471fbf","Wyethia helianthoides","2017-06-16","C. Davidson 13633","S. R. Christoph"
3142058,"62067","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062067.jpg","exact","Wyethia mollis","Asteraceae","13616","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","Warner Mtns. On Hwy 299 to Cedarville, ca. 6.8 km east of junction wtih Hwy 395 north (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"8a3b1285-f04d-3e12-8843-5bf2a5d658ca","Wyethia mollis","2017-06-07","C. Davidson 13616","C. Davidson"
3142059,"62069","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062069.jpg","exact","Cynoglossum officinale","Boraginaceae","13576","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Salmon River Rd. ca. 3.5 km E of Riggins.","116° 17\' 12.3"" W""","45.42175",NA,"d6d9d915-a870-3cec-b3b4-c4d8173f5ccd","Cynoglossum officinale","2017-05-24","C. Davidson 13576","C. Davidson"
3142060,"62070","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062070.jpg","num_only_unique_date","Dasynotus daubenmirei","Boraginaceae","13683","2017-06-25","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","[Locality and coordinates withheld]",NA,NA,NA,"d832c50a-c650-3e95-a75a-29f1672750e4","Dasynotus daubenmirei","2019-08-24","C. Davidson 13683","C. Davidson"
3142061,"62071","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062071.jpg","exact","Eriodictyon californicum","Namaceae","13593","2017-06-06","C. Davidson","S. R. Christoph","U.S.A.","California","Shasta","6.4 km west of Platina Rd. on Hwy 36.","122° 57\' 12.6"" W""","40.363417",NA,"e13d8422-ffe7-312a-a2ed-21d289b48eea","Eriodictyon californicum","2017-06-06","C. Davidson 13593","S. R. Christoph"
3142062,"62072","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062072.jpg","exact","Hackelia cinerea","Boraginaceae","13578","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Salmon River Rd. ca. 6.7 km E of Riggins. W side of Wind River bridge.","116° 13\' 0.4"" W""","45.399556",NA,"eb86ef26-59f0-32ec-a22a-75f6a20b9a85","Hackelia cinerea","2017-05-24","C. Davidson 13578","C. Davidson"
3142063,"62073","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062073.jpg","exact","Hackelia micrantha","Boraginaceae","13643","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","On FSR 030 (Kilgore-Yale Rd.) ca. 19 km W of Hwy 20, then 0.3 km N on FSR 046.","111° 35\' 3.7"" W""","44.491694",NA,"9101fc83-b8e6-336c-8b46-b3a276ef593b","Hackelia micrantha","2017-06-17","C. Davidson 13643","S. R. Christoph"
3142064,"62074","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062074.jpg","exact","Lappula redowskii var. cupulata","Boraginaceae","13659","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Clark","On Hwy 22 W of Dubois and 3.5 km W of Hwy 28 junction.","112° 45\' 2.2"" W""","43.961722",NA,"f25fe11c-1f86-35de-9dd4-d806fa8adbe5","Lappula redowskii","2017-06-17","C. Davidson 13659","S. R. Christoph"
3142065,"62076","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062076.jpg","num_only_unique_date","Mertensia bella","Boraginaceae","13685","2017-06-25","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","[Locality and coordinates withheld]",NA,NA,NA,"c695a63b-3fae-36d0-a07b-ea18565ed461","Mertensia bella","2019-08-24","C. Davidson 13685","S. R. Christoph"
3142066,"62077","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062077.jpg","exact","Lappula squarrosa","Boraginaceae","13639","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","Duck Creek Ranch, on Red Rock Pass Rd. ca. 13.5 km W of Hwy 20. Along Duck Dr.","111° 28\' 6.2"" W""","44.604417",NA,"679fe589-ff9b-39d3-87cc-7a3d577a06f8","Lappula echinata","2017-06-16","C. Davidson 13639","S. R. Christoph"
3142067,"62078","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062078.jpg","exact","Phacelia hastata","Hydrophyllaceae","13624","2017-06-08","C. Davidson","S. R. Christoph","U.S.A.","Oregon","Malheur","Hwy 20 ca. 37 km east of Frances St. in Juntura, in Simmons Gulch.","117° 45\' 16.3"" W""","43.776083",NA,"8f4fa30b-f837-3550-9428-e7cd20ab4593","Phacelia hastata","2017-06-08","C. Davidson 13624A","S. R. Christoph"
3142069,"62080","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062080.jpg","exact","Boechera lemmonii","Brassicaceae","13716","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555) on FSR 555BC to the lookout. Ca. 4.8 km from junction with FSR 555.","115° 46\' 21.3"" W""","44.185611",NA,"968ca201-6078-3560-934f-9a3427e16bd6","Boechera lemmonii","2017-07-15","C. Davidson 13716","C. Davidson"
3142070,"62081","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062081.jpg","exact","Draba argyrea","Brassicaceae","13711","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555) on FSR 555BC to the lookout. Ca. 4.8 km from junction wtih FSR 555.","115° 46\' 21.3"" W""","44.185611",NA,"d5b81a0c-2391-3be7-9ce2-880f9b9cf02d","Draba argyrea","2017-07-15","C. Davidson 13711","C. Davidson"
3142072,"62083","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062083.jpg","exact","Noccaea fendleri ssp. idahoense","Brassicaceae","13715","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","[Locality and coordinates withheld]",NA,NA,NA,"1dd9b5d1-7117-3c4c-98ee-014a6c07149e","Noccaea fendleri","2017-07-15","C. Davidson 13715","C. Davidson"
3142073,"62084","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062084.jpg","exact","Phoenicaulis cheiranthoides","Brassicaceae","13613","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","Warner Mtns. on Hwy 299 to Cedarville. Ca. 6.8 km east of junction with Hwy 395 north (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"caff3235-3d1b-3629-8a0c-a876b7a904de","Phoenicaulis cheiranthoides","2017-06-07","C. Davidson 13613","S. R. Christoph"
3142074,"62085","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062085.jpg","exact","Thelypodium laciniatum","Brassicaceae","13660","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Clark","[Locality and coordinates withheld]",NA,NA,NA,"158b4d3e-a7e7-3324-83b1-ef19537b7b30","Thelypodium laciniatum","2017-06-17","C. Davidson 13660","S. R. Christoph"
3142075,"62086","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062086.jpg","exact","Celtis reticulata","Cannabaceae","13581","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Salmon River Rd. ca. 6.8 km E of Riggins. E side of Wind River bridge, to the left on a small private dirt rd.","116° 11\' 40.2"" W""","45.405167",NA,"d4911f75-7264-3d82-b72b-98e81cd3dcf6","Celtis reticulata","2017-05-24","C. Davidson 13581","C. Davidson"
3142094,"62088","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062088.jpg","exact","Cerastium arvense","Caryophyllaceae","13630","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","The Nature Conservancy\'s Flat Ranch Preserve. On Hwy 20 ca. 8 km N of the bridge at Mack\'s Inn (Henry\'s Fork Riv.).","111° 20\' 11.3"" W""","44.570111",NA,"19872e27-a29d-3b75-9f05-d7cb869d5ae0","Cerastium arvense","2017-06-16","C. Davidson 13630","S. R. Christoph"
3142095,"62089","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062089.jpg","exact","Eremogone aculeata","Caryophyllaceae","13604","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","On Hwy 299 to Cedarville. Ca. 4.5 km east of junction with Hwy 395 north (N of Alturas).","120° 24\' 51.2"" W""","41.559472",NA,"fc7f7c6d-f9a0-3fa9-b908-6ac1f86330ca","Eremogone aculeata","2017-06-07","C. Davidson 13604","C. Davidson"
3142096,"62090","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062090.jpg","exact","Eremogone congesta","Caryophyllaceae","13712","2017-07-15","C. Davidson",NA,"U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555), on FSR 555BC to the lookout. Ca. 4.8 km from junction with FSR 555.","115° 46\' 21.3"" W""","44.185611",NA,"b63d3f20-a64a-36e4-bd90-bfc6663250ad","Eremogone congesta","2017-07-15","C. Davidson 13712","S. R. Christoph"
3142097,"62091","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062091.jpg","num_only_unique_date","Pseudostellaria jamesiana","Caryophyllaceae","13586","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Boise","Ca. 4.2 km N of Banks-Lowman Rd. (Hwy 17) on Scott Mtn Lookout Rd. (FSR 555BC).","115° 45\' 15.1"" W""","44.083139",NA,"b08df104-2633-3e69-8998-b8730e47a3a4","Pseudostellaria jamesiana","2017-05-25","C. Davidson 13586","C. Davidson"
3142098,"62092","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062092.jpg","exact","Astragalus convallarius","Fabaceae","13651","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Clark","On FSR 030/A2 (Clark County Rd.) ca. 8 km E of Miracle Mile Rd. (90 degree turn).","112° 57"" W""","44.258472",NA,"c0502e9e-b985-3890-be9a-57b148550d5c","Astragalus convallarius","2017-06-17","C. Davidson 13651","C. Davidson"
3142099,"62093","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062093.jpg","exact","Astragalus lentiginosus var. lentiginosus","Fabaceae","13662","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Clark","On Hwy 22 W of Dubois and 3.5 km W of Hwy 28 junction.","112° 45\' 2.2"" W""","43.961722",NA,"8578a29e-a09c-371f-8e06-83ab9b257491","Astragalus lentiginosus","2017-06-17","C. Davidson 13662","C. Davidson"
3142100,"62094","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062094.jpg","exact","Astragalus purshii var. purshii","Fabaceae","13582","2017-05-24","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Salmon River Rd. ca. 6.8 km E of Riggins, E side of Wind River bridge, to the left on a small private dirt rd.","116° 11\' 40.2"" W""","45.405167",NA,"e0f6cbda-af24-3697-b705-b903cdb4abbf","Astragalus purshii","2017-05-24","C. Davidson 13582","C. Davidson"
3142102,"62096","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062096.jpg","exact","Hedysarum boreale","Fabaceae","13652","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Clark","On FSR 030/A2 (Clark County Rd.) ca 18 km W of Miracle Mile Rd. (90 degree turn).","112° 57"" W""","44.258472",NA,"572132ae-9e9a-3f5b-a045-23ff2d9d2999","Hedysarum boreale","2017-06-17","C. Davidson 13652","C. Davidson"
3142105,"62100","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062100.jpg","exact","Linum lewisii","Linaceae","13694","2017-07-11","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","1.9 km N of Warren Summit on FSR 340, at Mayflower Creek Bridge.","115° 38\' 19.1"" W""","45.244",NA,"3373fe3f-b865-3926-b48d-63e91d703021","Linum lewisii","2017-07-11","C. Davidson 13694","S. R. Christoph"
3142106,"62101","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062101.jpg","exact","Lewisia rediviva","Montiaceae","13614","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","Warner Mts. On Hwy 299 to Cedarville. Ca. 6.8 km east of junction with Hwy 395 north (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"5c7d80a5-8746-3e84-91c0-2f3fefe664e1","Lewisia rediviva","2017-06-07","C. Davidson 13614","S. R. Christoph"
3142107,"62102","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062102.jpg","exact","Montia chamissoi","Montiaceae","13635","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","Duck Creek Ranch, on Red Rock Pass Rd. ca. 13.5 km W of Hwy 20. Along Duck Cr.","111° 28\' 6.2"" W""","44.604417",NA,"0efa42d4-a449-3f59-b79c-135526817f0e","Montia chamissoi","2017-06-16","C. Davidson 13635","S. R. Christoph"
3142108,"62103","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062103.jpg","exact","Clarkia concinna","Onagraceae","13591","2017-06-06","C. Davidson","S. R. Christoph","U.S.A.","California","Tehama","1.3 km west of Platina Rd. on Hwy 36.","122° 54\' 9.1"" W""","40.357972",NA,"e26b6a48-8428-31ef-95eb-2f76ab63c2eb","Clarkia concinna","2017-06-06","C. Davidson 13591","C. Davidson"
3142109,"62104","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062104.jpg","exact","Epilobium densiflorum","Onagraceae","13596","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Shasta","On Hwy 299 east of Redding. Ca. 1 km east of Blue Sky Rd. on dirt loop to Little Cow Cr.","122° 10\' 9.3"" W""","40.672972",NA,"5cd442ff-c96a-35ca-8821-41620461c344","Epilobium densiflorum","2017-06-07","C. Davidson 13596","S. R. Christoph"
3142112,"62107","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062107.jpg","exact","Castilleja tenuis","Orobanchaceae","13606","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","On Hwy 299 to Cedarville. Ca. 5.6 km east of junction with Hwy 395 north (N of Alturas).","120° 24\' 8"" W""","41.563",NA,"ac12edcc-4dc6-3a6d-a9f6-847b54938671","Castilleja tenuis","2017-06-07","C. Davidson 13606","C. Davidson"
3142114,"62109","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062109.jpg","exact","Bellardia viscosa","Orobanchaceae","13594","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Shasta","On Hwy 299 east of Redding. Ca. 1 km east of Blue Sky Rd. on dirt loop to Little Cow Cr.","122° 10\' 9.3"" W""","40.672972",NA,"91067f86-52cd-3e53-a340-7c632a5d7820","Bellardia viscosa","2017-06-07","C. Davidson 13594","C. Davidson"
3142115,"62110","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062110.jpg","exact","Penstemon deustus","Plantaginaceae","13667","2017-06-18","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Butte","On Hwy 20 ca. 18 km W of Arco and 0.5 km E of Craters of the Moon.","113° 29\' 20.7"" W""","43.545306",NA,"9185700d-6e65-344f-9487-18b38dd8c3dc","Penstemon deustus","2017-06-18","C. Davidson 13667","S. R. Christoph"
3142116,"62111","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062111.jpg","exact","Penstemon humilis","Plantaginaceae","13719","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555), on FSR 555BC to the lookout. Ca. 4.8 km from junction with FSR 555 near locked gate to LO.","115° 47\' 3.3"" W""","44.182917",NA,"82a47d52-2ee0-3932-858a-5d9bc09d237a","Penstemon humilis","2017-07-15","C. Davidson 13719","C. Davidson"
3142117,"62112","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062112.jpg","exact","Penstemon roezlii","Plantaginaceae","13607","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","On Hwy 299 to Cedarville. Ca. 5.6 km east of junction with Hwy 395 north (N of Alturas).","120° 24\' 8"" W""","41.563",NA,"d66f37fb-afff-3e89-b51f-2f7be10a1896","Penstemon roezlii","2017-06-07","C. Davidson 13607","C. Davidson"
3142118,"62113","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062113.jpg","exact","Penstemon montanus var. idahoensis","Plantaginaceae","13722","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555), on FSR 555BC to the lookout. Ca. 4.8 km from junction with FSR 555.","115° 46\' 21.3"" W""","44.185611",NA,"85339ffd-a249-338a-9e2c-c5579f3dd1fa","Penstemon montanus","2017-07-15","C. Davidson 13722","S. R. Christoph"
3142119,"62114","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062114.jpg","exact","Penstemon payettensis","Plantaginaceae","13720","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555), on FSR 555BC to the lookout. Ca. 4.8 km from junction with FSR 555 near locked gate to L. O.","115° 47\' 3.3"" W""","44.182917",NA,"f231f93d-e0c5-303a-9798-67d617c97687","Penstemon payettensis","2017-07-15","C. Davidson 13720","C. Davidson"
3142120,"62115","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062115.jpg","exact","Penstemon procerus","Plantaginaceae","13629","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","The Nature Conservancy\'s Flat Ranch Preserve. ON Hwy 20 ca. 8 km N of the bridge at Mack\'s Inn (Henry\'s Fork Riv.)","111° 20\' 11.3"" W""","44.570111",NA,"638c6cf4-60ea-3a6c-9b53-f8a6e633ed4c","Penstemon procerus","2017-06-16","C. Davidson 13629","C. Davidson"
