gbifID,gbifURL,FotW_occurrenceID,occurrenceID,institutionCode,ownerInstitutionCode,catalogNumber,basisOfRecord,bibliographicCitation,acceptedScientificName,family,taxonRank,taxonomicStatus,iucnRedListCategory,recordedBy,recordNumber,eventDate,countryCode,stateProvince,locality,decimalLatitude,decimalLongitude,elevation,mediaType,license,rightsHolder,specimenImageURL,hasImage
4061604891,https://www.gbif.org/occurrence/4061604891,af58a56f-4f56-3209-ae40-3f2cb07c0196,urn:catalog:MO:Tropicos:102569036,CANB,MOBOT,102569036,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569036,Olax dissitiflora Oliv.,Olacaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1079,2006-11-04,MG,Antsiranana,Coastal road running between Diego-Suarez and Orangea on Andovobazaha Bay. Dry scrub. Specimens preserved in alcohol.,-12.314167,49.332222,7,StillImage,CC_BY_4_0,Missouri Botanical Garden,,Y
4031787204,https://www.gbif.org/occurrence/4031787204,af58a56f-4f56-3209-ae40-3f2cb07c0196,urn:catalog:MO:Tropicos:102569035,MO,MOBOT,102569035,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569035,Olax dissitiflora Oliv.,Olacaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1079,2006-11-04,MG,Antsiranana,Coastal road running between Diego-Suarez and Orangea on Andovobazaha Bay. Dry scrub. Specimens preserved in alcohol.,-12.314167,49.332222,7,StillImage,CC_BY_4_0,Missouri Botanical Garden,,Y
4061561328,https://www.gbif.org/occurrence/4061561328,af58a56f-4f56-3209-ae40-3f2cb07c0196,urn:catalog:MO:Tropicos:102569033,NMC,MOBOT,102569033,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569033,Olax dissitiflora Oliv.,Olacaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1079,2006-11-04,MG,Antsiranana,Coastal road running between Diego-Suarez and Orangea on Andovobazaha Bay. Dry scrub. Specimens preserved in alcohol.,-12.314167,49.332222,7,StillImage,CC_BY_4_0,Missouri Botanical Garden,,Y
4061552457,https://www.gbif.org/occurrence/4061552457,af58a56f-4f56-3209-ae40-3f2cb07c0196,urn:catalog:MO:Tropicos:102569034,TAN,MOBOT,102569034,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569034,Olax dissitiflora Oliv.,Olacaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1079,2006-11-04,MG,Antsiranana,Coastal road running between Diego-Suarez and Orangea on Andovobazaha Bay. Dry scrub. Specimens preserved in alcohol.,-12.314167,49.332222,7,StillImage,CC_BY_4_0,Missouri Botanical Garden,,Y
1257563154,https://www.gbif.org/occurrence/1257563154,af58a56f-4f56-3209-ae40-3f2cb07c0196,urn:catalog:MO:Tropicos:100210395,P,MOBOT,100210395,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/100210395,Olax dissitiflora Oliv.,Olacaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1079,2006-11-04,MG,Antsiranana,Coastal road running between Diego-Suarez and Orangea on Andovobazaha Bay. Dry scrub. Specimens preserved in alcohol.,-12.314167,49.332222,7,StillImage,CC_BY_4_0,Missouri Botanical Garden,,Y
1257563143,https://www.gbif.org/occurrence/1257563143,645d1647-ac2d-3114-8857-39fc146bff26,urn:catalog:MO:Tropicos:100210398,P,MOBOT,100210398,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/100210398,Millettia richardiana (Baill.) Du Puy & Labat,Fabaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1081,2006-11-04,MG,Antsiranana,"Along road in Orangea Forest, near village of Ankorikakely, 2-3 km NE of town on road to Sakalava Bay. On red sand. Specimens preserved in alcohol.",-12.277778,49.384722,48,,CC_BY_4_0,Missouri Botanical Garden,,N
4031679324,https://www.gbif.org/occurrence/4031679324,645d1647-ac2d-3114-8857-39fc146bff26,urn:catalog:MO:Tropicos:102569040,MO,MOBOT,102569040,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569040,Millettia richardiana (Baill.) Du Puy & Labat,Fabaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1081,2006-11-04,MG,Antsiranana,"Along road in Orangea Forest, near village of Ankorikakely, 2-3 km NE of town on road to Sakalava Bay. On red sand. Specimens preserved in alcohol.",-12.277778,49.384722,48,,CC_BY_4_0,Missouri Botanical Garden,,N
4061033636,https://www.gbif.org/occurrence/4061033636,645d1647-ac2d-3114-8857-39fc146bff26,urn:catalog:MO:Tropicos:102569039,TAN,MOBOT,102569039,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569039,Millettia richardiana (Baill.) Du Puy & Labat,Fabaceae,SPECIES,ACCEPTED,LC,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph,1081,2006-11-04,MG,Antsiranana,"Along road in Orangea Forest, near village of Ankorikakely, 2-3 km NE of town on road to Sakalava Bay. On red sand. Specimens preserved in alcohol.",-12.277778,49.384722,48,,CC_BY_4_0,Missouri Botanical Garden,,N
4068940994,https://www.gbif.org/occurrence/4068940994,a47f702e-89da-3b98-9309-83a556f9f910,9bc80011-e4a9-4474-b28b-531d9ed463f2,SRP,SRP,38121,PRESERVED_SPECIMEN,,Penstemon attenuatus var. militaris (Greene) Cronquist,Plantaginaceae,VARIETY,ACCEPTED,,C. Davidson,11106,2007-07-19,US,Idaho,"Abandoned rd E of Thorn Cr., ca 200 m E of For. Serv. Rd. 257.",44.960639,-116.171472,1525,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038121.jpg,Y
4068902618,https://www.gbif.org/occurrence/4068902618,8a1d78a5-cc33-314d-aea7-cbab05e58a8a,242573e8-e5de-449b-b5aa-98ccd135122c,SRP,SRP,38761,PRESERVED_SPECIMEN,,Corydalis aurea Willd.,Papaveraceae,SPECIES,ACCEPTED,NE,C. Davidson,11107,2007-07-19,US,Idaho,"Abandoned rd E of Thorn Cr., ca 200 m E of For. Serv. Rd. 257.",44.960639,-116.171472,1525,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038761.jpg,Y
4068927603,https://www.gbif.org/occurrence/4068927603,adcb2914-821e-3dd4-ad97-9316fed3da57,9a51d66e-1c61-4498-95b1-20cb91522d06,SRP,SRP,39789,PRESERVED_SPECIMEN,,Galium boreale L.,Rubiaceae,SPECIES,ACCEPTED,NE,C. Davidson,11108,2007-07-19,US,Idaho,"Abandoned rd E of Thorn Cr., ca 200 m E of For. Serv. Rd. 257.",44.960639,-116.171472,1525,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP039789.jpg,Y
4912291007,https://www.gbif.org/occurrence/4912291007,2f9a5c2d-3930-3a95-b5d3-cc49b83f70ec,6E7D4B61-D670-407B-9C12-129016BE7074,BRY,,BRYV0129144,PRESERVED_SPECIMEN,,Holodiscus discolor (Pursh) Maxim.,Rosaceae,SPECIES,ACCEPTED,NE,C. Davidson,11109,2007-07-19,US,Idaho,Forest Service RD 453 ca 200 m E of Hwy 55 twd Goose Lake.,44.96086,-116.20663,1325,,CC_BY_NC_4_0,Brigham Young University,https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040934.jpg,Y
4068974871,https://www.gbif.org/occurrence/4068974871,2f9a5c2d-3930-3a95-b5d3-cc49b83f70ec,20d1035e-ef4e-42e2-9fbf-3b51b32aeaf1,SRP,SRP,40934,PRESERVED_SPECIMEN,,Astragalus distortus Torr. & A.Gray,Fabaceae,SPECIES,SYNONYM,NE,C. Davidson,11109,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 200 m E of Hwy 55 twd Goose Lake.,44.960861,-116.206639,1325,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040934.jpg,Y
4068899420,https://www.gbif.org/occurrence/4068899420,4365e7ad-bb14-3d63-b3fb-45bc97da691a,2b648150-d0e8-4893-b62a-c84196e59d62,SRP,SRP,36983,PRESERVED_SPECIMEN,,Agastache urticifolia (Benth.) Kuntze,Lamiaceae,SPECIES,ACCEPTED,NE,C. Davidson,11110,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 5 mi E of Hwy 55 twd Goose Lake.,45.010889,-116.174222,1698,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP036983.jpg,Y
4068933352,https://www.gbif.org/occurrence/4068933352,28a77c8d-3486-34d2-8cd5-10b825c4ebbb,45c9b55c-521b-4282-a4f8-ab93248e69d6,SRP,SRP,33446,PRESERVED_SPECIMEN,,Rudbeckia occidentalis Nutt.,Asteraceae,SPECIES,ACCEPTED,NE,C. Davidson,11111,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 5 mi E of Hwy 55 twd Goose Lake.,45.010889,-116.174222,1689,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033446.jpg,Y
4068934293,https://www.gbif.org/occurrence/4068934293,80f973f4-b75f-34dc-83ac-9b9575527cdb,ae976d85-1cf8-4ffb-adfd-175eb55443fe,SRP,SRP,38827,PRESERVED_SPECIMEN,,Erythranthe lewisii (Pursh) G.L.Nesom & N.S.Fraga,Phrymaceae,SPECIES,SYNONYM,LC,C. Davidson,11112,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 5 mi E of Hwy 55 twd Goose Lake.,45.010889,-116.174222,1698,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038827.jpg,Y
4068963490,https://www.gbif.org/occurrence/4068963490,db2d8961-d872-3771-bb28-d9a74c794d5c,f54d1a34-fd36-4d3d-831c-508533211867,SRP,SRP,31663,PRESERVED_SPECIMEN,,Urtica gracilis subsp. gracilis,Urticaceae,VARIETY,SYNONYM,,C. Davidson,11113,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 5 mi E of Hwy 55 twd Goose Lake.,45.010889,-116.174222,1698,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP031663.jpg,Y
4912211889,https://www.gbif.org/occurrence/4912211889,f906ec44-a858-3034-813c-4f995902b559,43E720D8-F2DF-42D4-870C-0BCB1EBEE460,BRY,,BRYV0274786,PRESERVED_SPECIMEN,,Senecio triangularis Hook.,Asteraceae,SPECIES,ACCEPTED,NE,C. Davidson,11114,2007-07-19,US,Idaho,Adams Co. Forest Service Road 453 ca 5 miles E of Hwy 55 toward Goose Lake.,45.01088,-116.17422,1698,StillImage,CC_BY_NC_4_0,Brigham Young University,https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033489.jpg,Y
4068943215,https://www.gbif.org/occurrence/4068943215,f906ec44-a858-3034-813c-4f995902b559,a7451802-69cf-459f-9bd4-172543b1eff5,SRP,SRP,33489,PRESERVED_SPECIMEN,,Senecio triangularis Hook.,Asteraceae,SPECIES,ACCEPTED,NE,C. Davidson,11114,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 5 mi E of Hwy 55 twd Goose Lake,45.010889,-116.174222,1698,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033489.jpg,Y
4068896688,https://www.gbif.org/occurrence/4068896688,9573b0eb-c630-3205-ba3c-185598a71b6a,1792391b-482d-4fc5-9632-5c9bba6427fa,SRP,SRP,41645,PRESERVED_SPECIMEN,,Scrophularia lanceolata Pursh,Scrophulariaceae,SPECIES,ACCEPTED,NE,C. Davidson,11115,2007-07-19,US,Idaho,For. Serv. Rd. 453 E of Hwy 55 twd Goose Lake.,45.026889,-116.171611,1814,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041645.jpg,Y
4068922686,https://www.gbif.org/occurrence/4068922686,1c9cec56-387e-368d-a432-2d1ef9b45a42,35717578-6183-49b9-8682-eed2f5b7a579,SRP,SRP,37187,PRESERVED_SPECIMEN,,Iliamna rivularis (Douglas ex Hook.) Greene,Malvaceae,SPECIES,ACCEPTED,NE,C. Davidson,11116,2007-07-19,US,Idaho,For. Serv. Rd. 453 E of Hwy 55 twd Goose Lake.,45.026889,-116.171611,1814,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037187.jpg,Y
4068913843,https://www.gbif.org/occurrence/4068913843,e4830385-b614-3ea4-9542-038e1210f66c,f93a35aa-7f18-459c-aec0-d9d2b46742f7,SRP,SRP,40161,PRESERVED_SPECIMEN,,Delphinium ×occidentale S.Watson ex J.M.Coult.,Ranunculaceae,SPECIES,SYNONYM,NE,C. Davidson,11117,2007-07-19,US,Idaho,For. Serv. Rd. 453 E of Hwy 55 twd Goose Lake.,45.023389,-116.181222,1880,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040161.jpg,Y
4068933244,https://www.gbif.org/occurrence/4068933244,f311d18a-b22f-3f20-b6c2-db47d9c59512,2f30fe0e-b2c9-42fb-bab8-e076b090cd8e,SRP,SRP,33229,PRESERVED_SPECIMEN,,Erigeron glacialis (Nutt.) A.Nelson,Asteraceae,VARIETY,SYNONYM,,C. Davidson,11119,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.036306,-116.176583,1963,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033229.jpg,Y
4068905953,https://www.gbif.org/occurrence/4068905953,f311d18a-b22f-3f20-b6c2-db47d9c59512,181106fa-b456-4a22-b491-7e77c5f32c47,SRP,SRP,43928,PRESERVED_SPECIMEN,,Agrostis scabra Willd.,Poaceae,SPECIES,ACCEPTED,NE,C. Davidson,11119,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.036306,-116.176583,1963,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP043928.jpg,Y
4912132265,https://www.gbif.org/occurrence/4912132265,f311d18a-b22f-3f20-b6c2-db47d9c59512,9A53FDAE-523C-46C1-93E8-CD6C92855140,BRY,,BRYV0243852,PRESERVED_SPECIMEN,,Erigeron glacialis (Nutt.) A.Nelson,Asteraceae,VARIETY,SYNONYM,,C. Davidson,11119,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.0363,-116.17658,1963,StillImage,CC_BY_NC_4_0,Brigham Young University,https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033229.jpg,Y
4068964723,https://www.gbif.org/occurrence/4068964723,c13d5b96-33f6-30d5-bdc8-ad3b7eed38a7,fce49abc-8e16-425e-b2ff-c12e7fbeae7d,SRP,SRP,35764,PRESERVED_SPECIMEN,,Moneses uniflora (L.) A.Gray,Ericaceae,SPECIES,ACCEPTED,NE,C. Davidson,11120,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.036306,-116.176583,1963,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035764.jpg,Y
4068948152,https://www.gbif.org/occurrence/4068948152,079b4773-ac50-34ed-b789-cefc934b144a,6a244186-0e41-49dd-8ce1-89f3f3513acd,SRP,SRP,38119,PRESERVED_SPECIMEN,,Penstemon attenuatus var. attenuatus,Plantaginaceae,VARIETY,ACCEPTED,,C. Davidson,11121,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.036306,-116.176583,1963,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038119.jpg,Y
4068979645,https://www.gbif.org/occurrence/4068979645,38306bd5-6d0b-3b5b-a749-f4fb1716ae20,32117c31-de34-43c3-8658-b461d97d9949,SRP,SRP,42624,PRESERVED_SPECIMEN,,Calochortus eurycarpus S.Watson,Liliaceae,SPECIES,ACCEPTED,NE,C. Davidson,11122,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.036306,-116.176583,1963,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP042624.jpg,Y
4912223660,https://www.gbif.org/occurrence/4912223660,38306bd5-6d0b-3b5b-a749-f4fb1716ae20,A25B0D9C-0341-4DD6-BDE3-08FB15E1EF16,BRY,,BRYV0071341,PRESERVED_SPECIMEN,,Calochortus eurycarpus S.Watson,Liliaceae,SPECIES,ACCEPTED,NE,C. Davidson,11122,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.0363,-116.17658,1963,StillImage,CC_BY_NC_4_0,Brigham Young University,https://www.pnwherbaria.org/images/jpeg.php?Image=SRP042624.jpg,Y
4912179102,https://www.gbif.org/occurrence/4912179102,512b8a90-1db0-3ec3-8c82-ac931ace8bdf,BE37C6D4-68EC-4696-A14D-BD05B9B0B8C1,BRY,,BRYV0262837,PRESERVED_SPECIMEN,,Madia glomerata Hook.,Asteraceae,SPECIES,ACCEPTED,NE,C. Davidson,11123,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.0363,-116.17658,1963,StillImage,CC_BY_NC_4_0,Brigham Young University,https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033363.jpg,Y
4068950661,https://www.gbif.org/occurrence/4068950661,512b8a90-1db0-3ec3-8c82-ac931ace8bdf,4305fcbb-bdc3-4b05-baa4-fc29d7cf3640,SRP,SRP,33363,PRESERVED_SPECIMEN,,Madia glomerata Hook.,Asteraceae,SPECIES,ACCEPTED,NE,C. Davidson,11123,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 8 mi E of Hwy 55 twd Goose Lake.,45.036306,-116.176583,1963,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033363.jpg,Y
4912058082,https://www.gbif.org/occurrence/4912058082,aa12e889-63ae-37ff-a437-42fb1944a4e6,0108D6A0-0DFC-4A51-9EF5-3D0ACE49E375,BRY,,BRYV0281413,PRESERVED_SPECIMEN,,Trautvetteria carolinensis (Walter) Britton ex A.Murray & Vail,Ranunculaceae,SPECIES,SYNONYM,NE,C. Davidson,11124,2007-07-19,US,Idaho,For. Serv. Rd 453 e of Hwy 55 twd Goose Lake.,45.05927,-116.17058,2020,StillImage,CC_BY_NC_4_0,Brigham Young University,https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040383.jpg,Y
4912221297,https://www.gbif.org/occurrence/4912221297,ba922f63-3060-3094-88b1-431500a11bc7,C88896F6-1B3C-4AA2-9B15-6F5BB23C66D5,BRY,,BRYV0281703,PRESERVED_SPECIMEN,,Epilobium ciliatum subsp. watsonii (Barbey) Hoch & P.H.Raven,Onagraceae,SUBSPECIES,ACCEPTED,,C. Davidson,11125,2007-07-19,US,Idaho,For. Serv. Rd 453 ca 5 miles eof Hwy 55 toward Goose Lake.,45.01088,-116.17422,1698,StillImage,CC_BY_NC_4_0,Brigham Young University,https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037447.jpg,Y
4068952322,https://www.gbif.org/occurrence/4068952322,ba922f63-3060-3094-88b1-431500a11bc7,6b42f3d7-d268-4a2f-852e-74a69de558c7,SRP,SRP,37447,PRESERVED_SPECIMEN,,Epilobium ciliatum subsp. watsonii (Barbey) Hoch & P.H.Raven,Onagraceae,SUBSPECIES,ACCEPTED,,C. Davidson,11125,2007-07-19,US,Idaho,For. Serv. Rd. 453 ca 5 mi E of Hwy 55 twd Goose Lake.,45.010889,-116.174222,1698,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037447.jpg,Y
4068961469,https://www.gbif.org/occurrence/4068961469,0dd3344f-a771-3a8b-9929-eb767dabb4e9,e3e8d568-b4f7-4b4e-a05d-b025dd820005,SRP,SRP,36637,PRESERVED_SPECIMEN,,Colchicum autumnale L.,Colchicaceae,SPECIES,ACCEPTED,LC,C. Davidson,11234,2008-05-20,SI,,Central Region. Cesnik.,46.166028,14.628167,320,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP036637.jpg,Y
4061755005,https://www.gbif.org/occurrence/4061755005,467592b1-64ad-3a66-8c7a-772d8efaa5cb,urn:catalog:MO:Tropicos:102569190,TAN,MOBOT,102569190,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569190,Thilachium Lour.,Capparaceae,GENUS,ACCEPTED,NE,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph;F. Ratovoson,1125,2006-11-08,MG,Antsiranana,"Sahafary Forest, Analankary site. East of National Route #6. Scrub forest on sand. Specimens preserved in alcohol.",-12.611667,49.403333,275,,CC_BY_4_0,Missouri Botanical Garden,,N
4061525068,https://www.gbif.org/occurrence/4061525068,467592b1-64ad-3a66-8c7a-772d8efaa5cb,urn:catalog:MO:Tropicos:102569191,WIS,MOBOT,102569191,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569191,Thilachium Lour.,Capparaceae,GENUS,ACCEPTED,NE,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph;F. Ratovoson,1125,2006-11-08,MG,Antsiranana,"Sahafary Forest, Analankary site. East of National Route #6. Scrub forest on sand. Specimens preserved in alcohol.",-12.611667,49.403333,275,,CC_BY_4_0,Missouri Botanical Garden,,N
1257563315,https://www.gbif.org/occurrence/1257563315,467592b1-64ad-3a66-8c7a-772d8efaa5cb,urn:catalog:MO:Tropicos:100210572,P,MOBOT,100210572,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/100210572,Thilachium Lour.,Capparaceae,GENUS,ACCEPTED,NE,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph;F. Ratovoson,1125,2006-11-08,MG,Antsiranana,"Sahafary Forest, Analankary site. East of National Route #6. Scrub forest on sand. Specimens preserved in alcohol.",-12.611667,49.403333,275,,CC_BY_4_0,Missouri Botanical Garden,,N
4032099230,https://www.gbif.org/occurrence/4032099230,467592b1-64ad-3a66-8c7a-772d8efaa5cb,urn:catalog:MO:Tropicos:102569192,MO,MOBOT,102569192,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/102569192,Thilachium Lour.,Capparaceae,GENUS,ACCEPTED,NE,Zachary S. Rogers;R. Ranaivojaona;Christopher Davidson;Sharon R. Christoph;F. Ratovoson,1125,2006-11-08,MG,Antsiranana,"Sahafary Forest, Analankary site. East of National Route #6. Scrub forest on sand. Specimens preserved in alcohol.",-12.611667,49.403333,275,,CC_BY_4_0,Missouri Botanical Garden,,N
4068962575,https://www.gbif.org/occurrence/4068962575,abd3a3f3-1e56-3985-bcf9-ded9239b5abc,9c29390e-066d-43fe-8d0d-3656d6f835ef,SRP,SRP,31219,PRESERVED_SPECIMEN,,Coptis occidentalis (Nutt.) Torr. & A.Gray,Ranunculaceae,SPECIES,ACCEPTED,LC,C. Davidson,11259,2008-07-18,US,Idaho,Bear Basin Rd. 2 km from Brundage Mtn. Rd.,44.958889,-116.152694,1585,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP031219.jpg,Y
4068982615,https://www.gbif.org/occurrence/4068982615,c04da253-f213-3dfb-ada2-b75bc06d4dec,4c6deaf5-14a5-4bf8-8584-083f4a111595,SRP,SRP,32199,PRESERVED_SPECIMEN,,Panax quinquefolius L.,Araliaceae,SPECIES,ACCEPTED,NE,C. Davidson,11318,2008-09-17,US,Missouri,Adjacent to Rockwood Reserve; on Melrose Woods Dr.,38.560972,-90.703194,250,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP032199.jpg,Y
4068900014,https://www.gbif.org/occurrence/4068900014,4d6e80c3-442f-37b9-b3c3-56dc0366438c,b66fa2a3-0cd7-4e71-8394-d56d1e33de10,SRP,SRP,36672,PRESERVED_SPECIMEN,,Carya ovata (Mill.) K.Koch,Juglandaceae,SPECIES,ACCEPTED,LC,C. Davidson,11319,2008-09-17,US,Missouri,Adjacent to Rockwood Reserve; on Melrose Woods Dr.,38.560972,-90.703194,250,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP036672.jpg,Y
4068953318,https://www.gbif.org/occurrence/4068953318,d57f0c11-737a-3c80-a502-da80b26b37d0,0ea90ae0-5f99-4480-be08-a871f457822a,SRP,SRP,33743,PRESERVED_SPECIMEN,,Mahonia repens (Lindl.) G.Don,Berberidaceae,SPECIES,SYNONYM,NE,C. Davidson,11381,2009-05-27,US,Idaho,"Polly Bemis Ranch, Main Salmon River.",45.433278,-115.670389,635,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP033743.jpg,Y
2268960742,https://www.gbif.org/occurrence/2268960742,4eac2230-afc1-3606-bb75-f615d97465e6,urn:catalog:MO:Tropicos:101065453,MO,MOBOT,101065453,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/101065453,Microloma sagittatum (L.) R.Br.,Apocynaceae,SPECIES,ACCEPTED,NE,Christopher Davidson,11512,2009-08-25,ZA,Northern Cape,"Bokkeveld Plateau, Papkuilsfontein, ca 22 km S of Nieuwoudtville, near guest cottage",-31.549722,19.158333,688,StillImage,CC_BY_4_0,Missouri Botanical Garden,,Y
2806609408,https://www.gbif.org/occurrence/2806609408,51b2b175-c27c-3729-8eca-1395ffeb419d,urn:catalog:MO:Tropicos:101186513,MO,MOBOT,101186513,PRESERVED_SPECIMEN,http://www.tropicos.org/Specimen/101186513,Crassula natans Thunb.,Crassulaceae,SPECIES,ACCEPTED,NE,Christopher Davidson,11549,2009-08-25,ZA,Northern Cape,"Bokkeveld Plateau. Papkiulsfontein, ca. 22km S of  Nieuwoudtville.",-31.551111,19.123889,,StillImage,CC_BY_4_0,Missouri Botanical Garden,,Y
4068964200,https://www.gbif.org/occurrence/4068964200,f32982b9-d91e-3cc0-b1cc-77a78400d9ab,ff1cd26e-20e6-4764-aba1-faa2be9b5528,SRP,SRP,35579,PRESERVED_SPECIMEN,,Euphorbia polycarpa Benth.,Euphorbiaceae,SPECIES,SYNONYM,NE,C. Davidson,11693,2010-04-01,US,California,3 miles S of Hwy 111 in Palm Desert on Hwy 74 (Pines Palms Hwy).,33.664333,-116.399056,365,,CC0_1_0,"Boise State University, Snake River Plains Herbarium",https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035579.jpg,Y
