"SRP_occurrenceID","SRP_accession","SRP_imageURL","scientificName_SRP","family","collectorNumber","eventDate_SRP","collector","otherCollectors","country","stateProvince","county","locality","decimalLatitude","decimalLongitude","phenology","note"
2056618,"32858","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP032858.jpg","Trixis californica","Asteraceae","11694","2010-04-02","C. Davidson",NA,"U.S.A.","California","Riverside","3 miles S of Hwy 111 in Palm Desert on Hwy 74 (Pines Palms Hwy).","116° 23\' 56.6"" W""","33.664333","Flowers","collector_number_not_in_FotW_DB"
2057511,"34031","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034031.jpg","Amsinckia menziesii","Boraginaceae","11671","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca. 1 mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028","Flowers","collector_number_not_in_FotW_DB"
2057538,"34058","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034058.jpg","Cryptantha","Boraginaceae","11740","2010-04-17","C. Davidson",NA,"U.S.A.","Idaho","Ada","Black\'s Creek Rd, dirt side to Bonneville Point","116° 2\' 31.2"" W""","43.483917","Flowers","collector_number_not_in_FotW_DB"
2057560,"34080","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034080.jpg","Johnstonella angustifolia","Boraginaceae","11658","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Highway 168 to Joshua Tree National Park, ca. 1 mile from I-10.","115° 48\' 6.9"" W""","33.668611","Flowers","collector_number_not_in_FotW_DB"
2057756,"34280","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034280.jpg","Phacelia","Hydrophyllaceae","11696","2010-04-02","C. Davidson",NA,"U.S.A.","California","Riverside","3 miles S of Highway 111 in Palm Desert on Highway 74 (Pines Palms Hwy).","116° 23\' 56.6"" W""","33.664333","Flowers","collector_number_not_in_FotW_DB"
2057765,"34289","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034289.jpg","Phacelia crenulata","Hydrophyllaceae","11657","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Highway 168 to Joshua Tree National Park, ca. 1 mile from I-10.","115° 48\' 6.9"" W""","33.668611","Flowers","collector_number_not_in_FotW_DB"
2057772,"34296","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034296.jpg","Phacelia fremontii","Hydrophyllaceae","11672","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca. 1 mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028","Flowers","collector_number_not_in_FotW_DB"
2057844,"34370","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034370.jpg","Plagiobothrys tenellus","Boraginaceae","11737","2010-04-17","C. Davidson",NA,"U.S.A.","Idaho","Ada","Clack\'s Creek Rd, dirt side road to Bonneville Point","116° 2\' 31.2"" W""","43.483917","Flowers","collector_number_not_in_FotW_DB"
2058102,"34918","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034918.jpg","Cakile maritima","Brassicaceae","11788","2010-08-18","C. Davidson","S. Christoph","U.S.A.","California","Humboldt","Trinidad State Beach.","124° 8\' 56.4"" W""","41.062972","Flowers","collector_number_not_in_FotW_DB"
2058544,"34975","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034975.jpg","Cleomella arborea","Cleomaceae","11675","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca.  mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028","Flowers","collector_number_not_in_FotW_DB"
2058547,"34978","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034978.jpg","Raphanus sativus","Brassicaceae","11789","2010-08-18","C. Davidson","S. Christoph","U.S.A.","California","Humboldt","Trinidad State Beach.","124° 8\' 56.4"" W""","41.062972","Flowers","collector_number_not_in_FotW_DB"
2070721,"35516","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035516.jpg","Marah fabacea","Cucurbitaceae","11721","2010-04-04","C. Davidson",NA,"U.S.A.","California","Santa Barbara","Foxen Canyon Rd., 8.4 mi. N of junction with Hwy 154 near Los Olivos.","120° 7\' 36.6"" W""","34.77125","Flowers","collector_number_not_in_FotW_DB"
2070748,"35544","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035544.jpg","Fouquieria splendens","Fouquieriaceae","11646","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Highway 168 to Joshua Tree National Park, ca. 1 mile from I-10.","115° 48\' 6.9"" W""","33.668611","Flowers","collector_number_not_in_FotW_DB"
2070781,"35580","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035580.jpg","Euphorbia polycarpa","Euphorbiaceae","11654","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Highway 168 to Joshua Tree National Park, ca. 1 mile from I-10.","115° 48\' 6.9"" W""","33.668611","Fruits","collector_number_not_in_FotW_DB"
2071380,"36271","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP036271.jpg","Psorothamnus schottii","Fabaceae","11687","2010-04-02","C. Davidson",NA,"U.S.A.","California","Riverside","3 miles S of Hwy 111 in Palm Desert on Hwy 74 (Pines Palms Hwy).","116° 23\' 56.6"" W""","33.664333","Flowers","collector_number_not_in_FotW_DB"
2071785,"36926","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP036926.jpg","Mentzelia albicaulis","Loasaceae","11706","2010-04-02","C. Davidson",NA,"U.S.A.","California","Riverside","8.1 miles S of Hwy 111 in Palm Desert on Hwy 74 (Pines Palms Hwy). San Jacinto Mts.","116° 25\' 18.6"" W""","33.600222","Flowers","collector_number_not_in_FotW_DB"
2071914,"37062","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037062.jpg","Salvia columbariae","Lamiaceae","11656","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Highway 168 to Joshua Tree National Park, ca. 1 mile from I-10.","115° 48\' 6.9"" W""","33.668611","Flowers","collector_number_not_in_FotW_DB"
2072211,"37365","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037365.jpg","Chylismia claviformis ssp. claviformis","Onagraceae","11684","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca. 1 mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028","Flowers & Fruits","collector_number_not_in_FotW_DB"
2072212,"37366","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037366.jpg","Eremothera boothii ssp. boothii","Onagraceae","11685","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca. 1 mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028","Flowers","collector_number_not_in_FotW_DB"
2072339,"37494","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037494.jpg","Oxalis oregana","Oxalidaceae","11787","2010-08-18","C. Davidson","S. Christoph","U.S.A.","California","Humboldt","Trinidad State Beach.","124° 8\' 56.4"" W""","41.062972","Flowers","collector_number_not_in_FotW_DB"
2072393,"37551","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037551.jpg","Castilleja","Orobanchaceae","11732","2010-04-04","C. Davidson",NA,"U.S.A.","California","Santa Barbara","Tepusquet Rd., 31.4 mi from junction of Foxen Canyon Rd with Tepusquent Rd.","120° 11\' 48.3"" W""","34.987028","Flowers","collector_number_not_in_FotW_DB"
2073155,"38814","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038814.jpg","Diplacus fremontii","Phrymaceae","11677","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca. 1 mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028","Flowers","collector_number_not_in_FotW_DB"
2074271,"37732","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037732.jpg","Keckiella corymbosa","Plantaginaceae","11800","2010-09-01","C. Davidson","B. Ertter","U.S.A.","California","Contra Costa","Mt. Diablo. Road to the summit.","121° 55\' 4.2"" W""","37.878083","Flowers","collector_number_not_in_FotW_DB"
2074871,"38971","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038971.jpg","Langloisia setosissima","Polemoniaceae","11688","2010-04-02","C. Davidson",NA,"U.S.A.","California","Riverside","3 miles S of Hwy 111 in Palm Desert on Hwy 74 (Pines Palms Hwy).","116° 23\' 56.6"" W""","33.664333",NA,"collector_number_not_in_FotW_DB"
2077148,"41172","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041172.jpg","Simmondsia chinensis","Simmondsiaceae","11685","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca. 1 mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028",NA,"collector_number_not_in_FotW_DB"
2077154,"41178","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041178.jpg","Phoradendron californicum","Santalaceae","11676","2010-04-01","C. Davidson",NA,"U.S.A.","California","Riverside","Joshua Tree National Park. Black Eagle Rd. ca. 1 mile from junction with main park road.","115° 44\' 39.8"" W""","33.836028","Buds","collector_number_not_in_FotW_DB"
2077174,"41201","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041201.jpg","Solanum xanti","Solanaceae","11712","2010-04-03","C. Davidson",NA,"U.S.A.","California","Ventura","Highway 33 ca. 7 miles N of Ojai.","119° 16\' 37.6"" W""","34.518611","Flowers","collector_number_not_in_FotW_DB"
2079177,"41891","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041891.jpg","Dichelostemma capitatum","Asparagaceae","11708","2010-04-02","C. Davidson",NA,"U.S.A.","California","Riverside","Ca. 15 miles E of Hemet on Hwy 74.","116° 47\' 30.3"" W""","33.719444","Flowers","collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
2055052,"31863","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP031863.jpg","Cymopterus glaucus","Apiaceae","11456","2009-06-16","C. Davidson",NA,"U.S.A.","Idaho","Valley","1.6 miles W of Warm Lake, junction of Warm Lake Rd. and rd. to Yellowpine.","115° 41\' 2.8"" W""","44.665806","Fruits","collector_number_not_in_FotW_DB"
2055074,"32445","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP032445.jpg","Agoseris aurantiaca","Asteraceae","11465","2009-06-16","C. Davidson",NA,"U.S.A.","Idaho","Valley","5.2 miles W of North Shore Lodge on Warm Lake, Warm Lake Rd.","115° 43\' 52.5"" W""","44.632528","Fruits","collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
2056392,"32624","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP032624.jpg","Erigeron","Asteraceae","11477","2009-08-02","C. Davidson",NA,"U.S.A.","Idaho","Idaho","S of trail to Josephine Lake.","115° 56\' 53.4"" W""","45.227583","Flowers","collector_number_not_in_FotW_DB"
2057633,"34157","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034157.jpg","Hydrophyllum capitatum","Hydrophyllaceae","11443","2009-06-15","C. Davidson",NA,"U.S.A.","Idaho","Valley","Ca. 9.5 km E of North Shore Lodge at Warm Lake on Warm Lake Rd. Boise Nat. For.","116° 5\' 43.5"" W""","44.9615","Flowers","collector_number_not_in_FotW_DB"
2057660,"34184","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034184.jpg","Lithospermum ruderale","Boraginaceae","11390","2009-05-28","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Shepp Ranch, Main Salmon River.","115° 39\' 48.7"" W""","45.437917","Buds","collector_number_not_in_FotW_DB"
2057717,"34241","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034241.jpg","Myosotis stricta","Boraginaceae","11432","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","Ca. 1 mi E of Price Valley Guard Station toward Hwy 95.","116° 23\' 8.4"" W""","44.981528","Flowers","collector_number_not_in_FotW_DB"
2057953,"34481","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034481.jpg","Arabis","Brassicaceae","11330","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Elmore","Black\'s Creek Rd. ca. 15 mi S of Prairie.","115° 47\' 3"" W""","43.546917","Flowers","collector_number_not_in_FotW_DB"
2057954,"34482","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034482.jpg","Boechera sparsiflora","Brassicaceae","113311","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Elmore","Black\'s Creek Rd. ca. 15 mi S of Prairie.","115° 47\' 3"" W""","43.546917","Flowers","collector_number_not_in_FotW_DB"
2058089,"34904","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034904.jpg","Arabis","Brassicaceae","11444","2009-06-15","C. Davidson",NA,"U.S.A.","Idaho","Valley","Ca. 9.5 km E of North Shore Lodge at Warm Lake on Warm Lake Rd. Boise Nat. For.","116° 5\' 43.5"" W""","44.9615","Flowers","collector_number_not_in_FotW_DB"
2058559,"34990","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP034990.jpg","Subularia aquatica","Brassicaceae","11621","2009-10-17","C. Davidson",NA,"U.S.A.","Idaho","Valley","Sylvan Beach, Payette Lake, ca. 3.5 mi N of McCall on Warren Wagon Rd.","44.956944","-116.095278","Fruits","collector_number_not_in_FotW_DB"
2058879,"35366","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035366.jpg","Heterocodon rariflorus","Campanulaceae","11473","2009-07-05","C. Davidson",NA,"U.S.A.","Idaho","Valley","Payette Lake. Sylvan Beach, ca. 3.5 mi N of McCall on Warren Wagon Rd.","116° 6\' 1.8"" W""","44.955389","Flowers","collector_number_not_in_FotW_DB"
2058894,"35381","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035381.jpg","Paxistima myrsinites","Celastraceae","11405","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","5.9 mi SW of Hwy 55 on Smokey Boulder Rd., no. of New Meadows.","116° 22\' 3.8"" W""","44.16","Flowers","collector_number_not_in_FotW_DB"
2070677,"35467","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035467.jpg","Crassula connata","Crassulaceae","11618","2009-10-17","C. Davidson",NA,"U.S.A.","Idaho","Valley","Sylvan Beach, Payette Lake, ca. 3.5 mi N of McCall on Warren Wagon Rd.",NA,NA,"Flowers","collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
2070912,"35806","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP035806.jpg","Vaccinium","Ericaceae","11419","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","7.5 mi SE of Hwy 55 on Smokey Boulder Rd., no. of New Meadows.","116° 23\' 26.7"" W""","45.154667","Flowers","collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
2071656,"36560","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP036560.jpg","Geranium viscosissimum","Geraniaceae","11450","2009-06-15","C. Davidson",NA,"U.S.A.","Idaho","Valley","Ca. 9.5 km E of North Shore Lodge at Warm Lake on Warm Lake Rd. Boise Nat. For Mixed conifer forest.","116° 5\' 43.5"" W""","44.9615","Flowers","collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
2071921,"37070","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037070.jpg","Prunella vulgaris","Lamiaceae","11386","2009-05-28","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Shepp Ranch, Main Salmon River.","115° 39\' 48.7"" W""","45.437917","Flowers","collector_number_not_in_FotW_DB"
2071985,"37137","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037137.jpg","Myriophyllum","Haloragaceae","11620","2009-10-17","C. Davidson",NA,"U.S.A.","Idaho","Valley","Sylvan Beach, Payette Lake, ca. 3.5 mi N of McCall on Warren Wagon Rd.","116° 5\' 43"" W""","44.956944","Fertile","collector_number_not_in_FotW_DB"
2072401,"37559","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037559.jpg","Castilleja tenuis","Orobanchaceae","11473","2009-07-05","C. Davidson",NA,"U.S.A.","Idaho","Valley","Sylvan Beach, Payette Lake, ca 4 miles N of McCall.","116° 6\' 1.8"" W""","44.955389","Flowers","collector_number_not_in_FotW_DB"
2072530,"37689","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037689.jpg","Castilleja cusickii","Orobanchaceae","11409","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","5.9 mi SE of Hwy 55 on Smokey Boulder Rd., no. of New Meadows.","116° 22\' 24.5"" W""","45.160361","Flowers","collector_number_not_in_FotW_DB"
2072565,"37728","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037728.jpg","Erythranthe microphylla","Phrymaceae","11467","2009-06-16","C. Davidson",NA,"U.S.A.","Idaho","Valley","5.2 miles W of North Shore Lodge on Warm Lake, Warm Lake Rd.","115° 43\' 52.5"" W""","44.632528","Flowers","collector_number_not_in_FotW_DB"
2072989,"38564","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038564.jpg","Claytonia cordifolia","Montiaceae","11417","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","7.2 mi SE of Hwy 55 on Smokey Boulder Rd., no. of New Meadows.","116° 23\' 26.7"" W""","45.154667","Flowers","collector_number_not_in_FotW_DB"
2072995,"38571","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038571.jpg","Claytonia perfoliata","Montiaceae","11323","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Elmore","Black\'s Creek Rd. ca. 6 mi E of jct to Prairie.","115° 54\' 13"" W""","43.517111","Flowers","collector_number_not_in_FotW_DB"
2074283,"37744","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037744.jpg","Callitriche hermaphroditica","Plantaginaceae","11622","2009-10-17","C. Davidson",NA,"U.S.A.","Idaho","Valley","Sylvan Beach, Payette Lake, ca. 3.5 mi N of McCall on Warren Wagon Rd.","116° 5\' 43"" W""","44.956944","Fertile","collector_number_not_in_FotW_DB"
2074344,"37806","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037806.jpg","Veronica serpyllifolia var. humifusa","Plantaginaceae","11410","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","5.9 mi SE of Hwy 55 on Smokey Boulder Rd., no. of New Meadows.","116° 22\' 24.5"" W""","45.160361","Flowers","collector_number_not_in_FotW_DB"
2074526,"37994","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP037994.jpg","Penstemon wilcoxii","Plantaginaceae","11449","2009-06-15","C. Davidson",NA,"U.S.A.","Idaho","Valley","Ca. 9.5 km E of North Shore Lodge at Warm Lake on Warm Lake Rd. Boise Nat. For.","116° 5\' 43.5"" W""","44.944833","Flowers","collector_number_not_in_FotW_DB"
2074764,"38863","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP038863.jpg","Microsteris gracilis","Polemoniaceae","11328","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Elmore","Black\'s Creek Rd. ca. 13.3 mi S of Prairie.","115° 46\' 47.8"" W""","43.662333","Flowers","collector_number_not_in_FotW_DB"
2074954,"39058","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP039058.jpg","Ipomopsis aggregata","Polemoniaceae","11385","2009-05-28","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Shepp Ranch, Main Salmon River.","115° 39\' 48.7"" W""","45.437917","Flowers","collector_number_not_in_FotW_DB"
2074958,"39063","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP039063.jpg","Ipomopsis aggregata","Polemoniaceae","11361","2009-05-27","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Main Salmon River. Polly Bemis Ranch.","115° 40\' 13.4"" W""","45.433278","Flowers","collector_number_not_in_FotW_DB"
2075742,"40111","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040111.jpg","Coptis occidentalis","Ranunculaceae","11413","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","5.9 mi SE of Hwy 55 on Smokey Boulder Rd., no. of New Meadows.","116° 22\' 24.5"" W""","45.160361","Fruits","collector_number_not_in_FotW_DB"
2075818,"40188","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040188.jpg","Delphinium nuttallianum","Ranunculaceae","11348","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Idaho","E og Riggins on Salmon River Rd., near Manning Bridge.","116° 12\' 58.3"" W""","45.399667","Flowers","collector_number_not_in_FotW_DB"
2076307,"40314","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040314.jpg","Ranunculus glaberrimus","Ranunculaceae","11335","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Elmore","Black\'s Creek Rd. ca. 15.7 mi S of Prairie.","115° 47\' 9.4"" W""","43.547472","Fruits","collector_number_not_in_FotW_DB"
2076423,"40433","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040433.jpg","Rhamnus alnifolia","Rhamnaceae","11418","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","7.2 mi SE of Hwy 55 on Smokey Boulder Rd., no. of New Meadows.","116° 23\' 26.7"" W""","45.154667","Vegetative","collector_number_not_in_FotW_DB"
2076540,"40552","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040552.jpg","Purshia tridentata","Rosaceae","11460","2009-06-16","C. Davidson",NA,"U.S.A.","Idaho","Valley","0.4 miles W of Warm Lake junction, on Warm Lake Rd.","115° 39\' 47.5"" W""","44.661194","Flowers","collector_number_not_in_FotW_DB"
2076727,"40742","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP040742.jpg","Rosa collaris","Rosaceae","11383","2009-05-28","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Shepp Ranch, Main Salmon River.","115° 39\' 48.7"" W""","45.437917","Flowers","collector_number_not_in_FotW_DB"
2077040,"41060","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041060.jpg","Drymocallis glandulosa ssp. glabrata","Rosaceae","11387","2009-05-28","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Main Salmon River. Shepp Ranch. along Crooked Cr.","115° 39\' 48.7"" W""","45.437917","Flowers","collector_number_not_in_FotW_DB"
2077459,"41499","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041499.jpg","Micranthes occidentalis","Saxifragaceae","11349","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Idaho","E of Riggins on Salmon River Rd., near Manning Bridge.","116° 12\' 58.3"" W""","45.399667","Flowers","collector_number_not_in_FotW_DB"
2077541,"41583","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041583.jpg","Lithophragma parviflorum","Saxifragaceae","11354","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Idaho","E of Riggins on Salmon River Rd., near Manning Bridge.","116° 7\' 28.9"" W""","45.404528","Flowers","collector_number_not_in_FotW_DB"
2077574,"41616","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041616.jpg","Heuchera grossulariifolia","Saxifragaceae","11356","2009-05-17","C. Davidson","S. Christoph","U.S.A.","Idaho","Idaho","E of Riggins on Salmon River Rd., near Manning Bridge.","116° 7\' 28.9"" W""","45.404528","Flowers","collector_number_not_in_FotW_DB"
2079189,"41903","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP041903.jpg","Triteleia grandiflora var. grandiflora","Asparagaceae","11374","2009-05-27","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Polly Bemis Ranch, Main Salmon River.","115° 40\' 13.4"" W""","45.433278","Flowers","collector_number_not_in_FotW_DB"
2079936,"42594","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP042594.jpg","Erythronium grandiflorum","Liliaceae","11448","2009-06-15","C. Davidson",NA,"U.S.A.","Idaho","Valley","Ca. 9.5 km E of North Shore Lodge at Warm Lake on Warm Lake Rd. Boise Nat. For.","116° 5\' 43.5"" W""","44.9615","Flowers","collector_number_not_in_FotW_DB"
2080059,"42717","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP042717.jpg","Toxicoscordion venenosum","Melanthiaceae","11379","2009-05-27","C. Davidson",NA,"U.S.A.","Idaho","Idaho","Main Salmon River, Polly Bemis Ranch.","115° 40\' 13.4"" W""","45.433278","Flowers","collector_number_not_in_FotW_DB"
2080130,"42787","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP042787.jpg","Platanthera stricta","Orchidaceae","11412","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","[Locality and coordinates withheld]",NA,NA,"Flowers","collector_number_not_in_FotW_DB"
2080474,"43136","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP043136.jpg","Melica spectabilis","Poaceae","11433","2009-06-06","C. Davidson",NA,"U.S.A.","Idaho","Adams","Opposite Price Valley Guard Station.","116° 23\' 8.4"" W""","44.981528","Fertile","collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
