"SRP_occurrenceID","SRP_accession","SRP_imageURL","scientificName_SRP","family","collectorNumber","eventDate_SRP","collector","otherCollectors","country","stateProvince","county","locality","decimalLatitude","decimalLongitude","phenology","note"
3121501,"61789","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP061789.jpg","Allium acuminatum","Amaryllidaceae","13551","2017-05-13","C. Davidson","S. Christoph, C. Shaffer","U.S.A.","Idaho","Blaine","Rock Creek Ranch, a Nature Conservancy reserve. Main access road N of Hwy 20. Over the steep N slope above Rock Creek and on a gentle slope toward the road.","114° 23\' 47.5"" W""","43.365917",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3140789,"61985","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP061985.jpg","Achillea millefolium","Asteraceae","13728","2017-07-21","C. Davidson","S. R. Christoph, G. Cottrell, C. Cottrell","U.S.A.","Idaho","Boise","Robie Creek Rd. (NF261) ca. 8 km from Hwy 21 to Idaho City.","116° 1\' 8.2"" W""","43.645917",NA,"collector_number_not_in_FotW_DB"
3140796,"61990","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP061990.jpg","Phacelia hastata","Hydrophyllaceae","13673","2017-06-18","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Butte","On Hwy 20 ca. 18 km W of Arco and 0.5 km E of Craters of the Moon.","113° 29\' 20.7"" W""","43.545306",NA,"collector_number_not_in_FotW_DB"
3141014,"62003","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062003.jpg","Penstemon attenuatus","Plantaginaceae","13704","2017-07-11","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Idaho","Ca. 9.6 km on road to Smith Knob Lookout (FSR 337) heading roughly E of Warren Summit and FSR 340.","115° 35\' 28.1"" W""","45.280222",NA,"collector_number_not_in_FotW_DB"
3141016,"62005","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062005.jpg","Collomia grandiflora","Polemoniaceae","13727","2017-07-21","C. Davidson","S. R. Christoph, G. Cottrell, C. Cottrell","U.S.A.","Idaho","Boise","Robie Creek Rd. (NF261) ca. 8 km from Hwy 21 to Idaho City.","116° 1\' 8.2"" W""","43.645917",NA,"collector_number_not_in_FotW_DB"
3141799,"62047","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062047.jpg","Lomatium leptocarpum","Apiaceae","13605","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","On Hwy 299 to Cedarville. Ca. 4.5 km east of junction with Hwy 395 north. (N of Alturas).","120° 24\' 51.2"" W""","41.559472",NA,"collector_number_not_in_FotW_DB"
3142044,"62053","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062053.jpg","Antennaria","Asteraceae","13611","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","Warner Mts. On Hwy 299 to Cedarville. Ca. 6.8 km east of junction with Hwy 395 north. (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"collector_number_not_in_FotW_DB"
3142068,"62079","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062079.jpg","Boechera lemmonii","Brassicaceae","13717","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555) on FSR 555BC to the lookout. Ca. 5 km from junction with FSR 555 near locked gate to L. O.","115° 47\' 3.3"" W""","44.182917",NA,"collector_number_not_in_FotW_DB"
3142071,"62082","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062082.jpg","Nasturtium officinale","Brassicaceae","13708","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","Scott Mtn. Lookout Rd. (FSR 555) heading N from Banks-Lowman Rd. (Hwy 17) Ca. 0.8 km from junction with Hwy 17.","115° 45\' 19.1"" W""","44.077111",NA,"collector_number_not_in_FotW_DB"
3142103,"62098","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062098.jpg","Lupinus microcarpus","Fabaceae","13601","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","On Hwy 299 to Cedarville. Ca. 4.5 km east of junction with Hwy 395 north (N of Alturas).","120° 24\' 51.2"" W""","41.559472",NA,"collector_number_not_in_FotW_DB"
3142110,"62105","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062105.jpg","Castilleja angustifolia","Orobanchaceae","13612","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","Warner Mts. On Hwy 299 to Cedarville. Ca. 6.8 km east of junction with Hwy 395 north (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"collector_number_not_in_FotW_DB"
3142111,"62106","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062106.jpg","Castilleja miniata","Orobanchaceae","13636","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","Duck Creek Ranch, on Red Rock Pass Rd. ca. 13.5 km W of Hwy 20. Along Duck Cr.","111° 28\' 6.2"" W""","44.604417",NA,"collector_number_not_in_FotW_DB"
3142113,"62108","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062108.jpg","Clarkia lassenensis","Onagraceae","13603","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","On Hwy 299 to Cedarville. Ca. 4.5 km east of junction with Hwy 395 north. (N of Alturas).","120° 24\' 51.2"" W""","41.559472",NA,"collector_number_not_in_FotW_DB"
3142121,"62116","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062116.jpg","Penstemon procerus var. procerus","Plantaginaceae","13637","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","Duck Creek Ranch, on Red Rock Pass Rd. ca. 13.5 km W of Hwy 20. Along Duck Cr.","111° 28\' 6.2"" W""","44.604417",NA,"collector_number_not_in_FotW_DB"
3142122,"62117","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062117.jpg","Penstemon speciosus","Plantaginaceae","13610","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","Warner Mts. On Hwy 299 to Cedarville. Ca. 6.8 km east of junction with Hwy 395 north. (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"collector_number_not_in_FotW_DB"
3142126,"62121","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062121.jpg","Leptosiphon nuttallii","Polemoniaceae","13718","2017-07-15","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Boise","To the W of Scott Mtn. Lookout Rd. (FSR 555), on FSR 555BC to the lookout. Ca. 4.8 km from junction with FSR 555near locked gate to L. O.","115° 47\' 3.3"" W""","44.182917",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3142426,"62030","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062030.jpg","Iris brevicaulis","Iridaceae","13618","2017-06-08","C. Davidson","S. R. Christoph","U.S.A.","Oregon","Lake","Warner Mts. North of Lakeview, on Hwy 140 east of Hwy 395, toward Warner Ski Area.","120° 19\' 0.5"" W""","42.250417",NA,"collector_number_not_in_FotW_DB"
3142428,"62032","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062032.jpg","Mentzelia","Loasaceae","13609","2017-06-07","C. Davidson","S. R. Christoph","U.S.A.","California","Modoc","Warner Mtsn. On Hwy 299 to Cedarville. Ca. 6.8 km east of junction with Hwy 395 north. (N of Alturas).","120° 17\' 29.6"" W""","41.560389",NA,"collector_number_not_in_FotW_DB"
3142437,"62041","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062041.jpg","Viola nephrophylla","Violaceae","13626","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","The Nature Conservancy\'s Flat Ranch Preserve. On Hwy 20 ca 8 km N of the bridge at Mack\'s Inn (Henry\'s Fork Riv).","111° 20\' 11.3"" W""","44.570111",NA,"collector_number_not_in_FotW_DB"
3142438,"62042","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP062042.jpg","Viola nuttallii var. vallicola","Violaceae","13647","2017-06-17","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","On FSR 030 (Kilgore-Yale Rd) ca 19 km W of Hwy 20, then 3.3 km N of FSR 046.","111° 33\' 54.2"" W""","44.51825",NA,"collector_number_not_in_FotW_DB"
3151452,"63675","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP063675.jpg","Primula pauciflora","Primulaceae","13625","2017-06-16","C. Davidson","S. R. Christoph","U.S.A.","Idaho","Fremont","The Nature Conservancy\'s Flat Ranch Preserve. On Hwy 20 ca 8 km N of bridge at Mack\'s Inn (Henry\'s Fork Riv).","111° 20\' 11.3"" W""","44.570111",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3257137,"68916","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP068916.jpg","Rhododendron","Ericaceae","13745","2017-08-10","C. Davidson","D. E. Boufford, S.Christoph, X. Li, T. Yang","China","Yunnan",NA,"Zhongdian (Xianggelila) Xian, Xiao Zhongdian: Tianbao Shan, east of Xiao Zhongdian.","99° 53\' 9"" E""","27.605278",NA,"collector_number_not_in_FotW_DB"
3259770,"68560","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP068560.jpg","Koenigia","Polygonaceae","13743","2017-08-10","C. Davidson","D. E. Boufford, S.Christoph, X. Li, T. Yang","China","Yunnan",NA,"Zhongdian (Xianggelila) Xian, Xiao Zhongdian: Tianbao Shan, east of Xiao Zhongdian.","99° 53\' 9"" E""","27.605278",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3056180,"59319","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP059319.jpg","Phacelia procera","Hydrophyllaceae","13220","2016-08-14","C. Davidson","S. Christoph","U.S.A.","Idaho","Adams","Toward Kinney Point from Council on Hornet Cr. Rd. (For. Serv. Rd. 106), through Bear and Cuprum. Ca. 1.6 km S of Lockwood Saddle.","116° 39\' 1.8"" W""","45.140667",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3056599,"60405","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060405.jpg","Ephedra nevadensis","Ephedraceae","13114","2016-04-18","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","North Death Valley Rd. ca. 69 km E of junction of Hwy 168 and Waucoba-Eureka Rd.","117° 41\' 6"" W""","37.192194",NA,"collector_number_not_in_FotW_DB"
3056614,"60421","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060421.jpg","Pinus monophylla","Pinaceae","13102","2016-04-17","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","North Death Valley Rd. ca. 22 km E of junction of Hwy 168 and Waucoba-Eureka Rd.","118° 2\' 48.2"" W""","37.147889",NA,"collector_number_not_in_FotW_DB"
3056632,"60490","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060490.jpg","Yucca brevifolia","Asparagaceae","13104","2016-04-17","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd., ca. 35 km E of junction of Hwy 168 and Waucoba-Eureka Rd.","117° 58\' 42.2"" W""","37.232556",NA,"collector_number_not_in_FotW_DB"
3056633,"60491","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060491.jpg","Yucca brevifolia","Asparagaceae","13104","2016-04-17","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd. ca. 35 km E of junction of Hwy 168 and Waucoba-Eureka Rd.","117° 58\' 42.2"" W""","37.232556",NA,"collector_number_not_in_FotW_DB"
3056634,"60492","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060492.jpg","Yucca brevifolia","Asparagaceae","13104","2016-04-17","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd. ca. 35 km E of junction of Hwy 168 and Waucoba-Eureka Rd.","117° 58\' 42.2"" W""","37.232556",NA,"collector_number_not_in_FotW_DB"
3056635,"60493","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060493.jpg","Yucca schidigera","Asparagaceae","13173","2016-04-23","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","San Bernardino","Clark Mtn. Mojave National Preserve. Off Cima Rd. N of Interst. 15. ca. 4+ km from Cima Rd. on Pachalka Spring loop road.","115° 38\' 55.3"" W""","35.52225",NA,"collector_number_not_in_FotW_DB"
3056658,"60611","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060611.jpg","Chorizanthe brevicornu","Polygonaceae","13117","2016-04-18","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd. (Scotty\'s Castle Rd.) 32 km NW of junction with Ubhebe Rd. Runoff channel near roadside.","117° 28\' 59"" W""","37.088806",NA,"collector_number_not_in_FotW_DB"
3056659,"60612","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060612.jpg","Chorizanthe rigida","Polygonaceae","13118","2016-04-18","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd. (Scotty\'s Castle Rd.) 32 km NW of junction with Ubhebe Rd. Runoff channel near the roadside.","117° 28\' 59"" W""","37.088806",NA,"collector_number_not_in_FotW_DB"
3056666,"60620","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060620.jpg","Eriogonum fasciculatum","Polygonaceae","13146B","2016-04-20","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","Nevada","Nye","Beatty Rd. (Hwy 374) to Titus Canyon ca. 2 miles W of Hwy 374.","116° 52\' 13.8"" W""","36.856361",NA,"collector_number_not_in_FotW_DB"
3056668,"60622","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060622.jpg","Eriogonum inflatum","Polygonaceae","13105B","2016-04-17","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd. ca. 5 km E of junction of Hwy 168 abnd Waucoba-Eureka Rd.","118° 12\' 59.4"" W""","37.172528",NA,"collector_number_not_in_FotW_DB"
3056669,"60623","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060623.jpg","Eriogonum nidularium","Polygonaceae","13146A","2016-04-20","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","Nevada","Nye","Beatty Rd. (Hwy 3740 To Titus Canyon, ca. 2 miles W of Hwy 374.","116° 52\' 13.8"" W""","36.856361",NA,"collector_number_not_in_FotW_DB"
3056673,"60627","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060627.jpg","Dianthus sylvestris","Caryophyllaceae","13274","2016-07-02","C. Davidson","B. Baumler, M. Callmander, S. Buerki, S. Christoph","Switzerland","Valais",NA,"5.5 km NNE of Simplon Pass Northern slopes of the Gantertal (Valley). Old Napoleonic highway off E62 at Ganterbrucke, N side of Saltina River (Ganterbach).","46.298583","8.052667",NA,"collector_number_not_in_FotW_DB"
NA,NA,"https://www.pnwherbaria.org/images/jpeg.php?Image=SRP    NA.jpg",NA,NA,NA,"NA-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"collector_number_not_in_FotW_DB"
3056707,"60781","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060781.jpg","Linanthus demissus","Polemoniaceae","13120","2016-04-18","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd. (Scotty\'s Castle Rd.) 32 km NW of junction with Ubhebe Rd. Runoff channel near roadside.","117° 28\' 59"" W""","37.088806",NA,"collector_number_not_in_FotW_DB"
3056720,"60794","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060794.jpg","Phlox longifolia","Polemoniaceae","13098","2016-04-17","C. Davidson","S. Christoph, C. M. Taylor","U.S.A.","California","Inyo","On North Death Valley Rd. ca. 11 km E of junction of Hwy 168 and Waucoba-Eureka Rd.","118° 8\' 44.4"" W""","37.148111",NA,"collector_number_not_in_FotW_DB"
3056726,"60800","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060800.jpg","Galium lucidum","Rubiaceae","13284","2016-07-02","C. Davidson","B. Baumler, M. Callmander, S. Buerki, S. Christoph","Switzerland","Valais",NA,"5.5 km NNE of Simplon Pass. Northern slopes of the Gantertal (Valley). Old Napoleonic highway off E62 at Ganterbrucke, N side of Saltina River (Ganterbach).","8° 3\' 13.2"" E""","46.298611",NA,"collector_number_not_in_FotW_DB"
3056747,"60510","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060510.jpg","Pulsatilla alpina ssp. apiifolia","Ranunculaceae","13235b","2016-07-01","C. Davidson","B. Baumler, M. Callmander, S. Buerki, S. Christoph","Switzerland","Valais",NA,"Furkastrasse. 2.1 km WNW of Furka Pass, 50-70 m SW below Belvedere.","8° 23\' 16.3"" E""","46.576139",NA,"collector_number_not_in_FotW_DB"
3056749,"60512","https://www.pnwherbaria.org/images/jpeg.php?Image=SRP060512.jpg","Pulsatilla vernalis","Ranunculaceae","13235a","2016-07-01","C. Davidson","B. Baumler, M. Callmander, S. Buerki, S. Christoph","Switzerland","Valais",NA,"Furkastrasse. 50-250 m W of Furka Pass, S slopes of the Furkastock.","8° 24\' 43.5"" E""","46.572389",NA,"collector_number_not_in_FotW_DB"
